IMSI,MSISDN,IMEI,IP_Address,Timestamp,MCC,MNC,PLMN,TMSI,LMSI,TLLI,LAI,RAI,Network_Type,Device_Type,Linkage_Index
206208608490793,324984136852,831571513061537,63.36.253.179,260404012537+0100,206,20,20620,30694271,33337321,29357964,206-20-3492,206-20-3492-64,5G,Smartphone,400
234332481392942,447872765114,146672032007310,50.45.216.245,260406203838+0000,234,33,23433,62844896,72433958,62230818,234-33-2734,234-33-2734-87,3G,Smartphone,2724
240058726705119,467288309045,941128568167291,45.139.215.151,260407165125+0100,240,05,24005,30157576,18156235,10329211,240-05-3584,240-05-3584-55,5G,Smartphone,1742
3104104042910374,161773645671,314192741249876,88.35.133.39,260405033249-0800,310,410,310410,91472610,80094056,70017896,310-410-7272,310-410-7272-73,5G,Smartphone,1911
206013323969118,324864115164,997632784659239,104.214.160.91,260403140642+0100,206,01,20601,43936925,42578295,44962351,206-01-5136,206-01-5136-42,5G,Tablet,1925
3104808519610646,130587923264,843387607049478,61.94.218.202,260404095405-0600,310,480,310480,94825448,85550863,80067297,310-480-6121,310-480-6121-41,4G,IoT Device,141
234156868111433,447364098058,770662027155590,46.110.26.236,260402030915+0100,234,15,23415,75867897,71485183,63041146,234-15-6869,234-15-6869-35,3G,IoT Device,826
3104807711578737,161715616217,384041846713873,30.5.116.147,260403134319-0600,310,480,310480,72115825,79789964,66345701,310-480-9437,310-480-9437-30,3G,Smartphone,1352
3101208116403439,161781873877,974964795833364,209.13.136.11,260406093604-0800,310,120,310120,95534283,85934876,95165912,310-120-9410,310-120-9410-88,4G,Tablet,559
234334222616733,447760538944,525277212490541,201.241.241.1,260407055639+0000,234,33,23433,57369071,55404314,56838752,234-33-9095,234-33-9095-35,3G,IoT Device,2695
206050846175926,324799387888,529850068828188,2.195.164.75,260405153256+0100,206,05,20605,49699471,43212343,37866117,206-05-3037,206-05-3037-91,5G,Tablet,2466
3104805855775448,120260717215,647539216396279,59.73.162.205,260401232212-0700,310,480,310480,82107918,79105914,78371868,310-480-8632,310-480-8632-88,4G,IoT Device,2796
3101209332345422,130517781621,468115762765657,8.152.198.11,260404053324-0800,310,120,310120,97895847,70722578,97061408,310-120-6908,310-120-6908-63,5G,IoT Device,1998
240026556363004,467235901564,117045947556941,193.193.207.66,260403061118+0200,240,02,24002,18879743,23082851,24865834,240-02-8517,240-02-8517-37,3G,IoT Device,1857
3102607280893725,161756168983,765986715014810,90.150.80.243,260405221135-0700,310,260,310260,75674103,86683044,66849561,310-260-9444,310-260-9444-88,4G,Tablet,2232
240025662295217,467970566036,237638836248607,61.244.135.128,260407133645+0200,240,02,24002,10351818,19943275,25062911,240-02-7482,240-02-7482-37,5G,Tablet,631
234303437574676,447754209866,625738224507073,152.155.92.103,260404052451+0000,234,30,23430,53802933,67229331,52111735,234-30-5742,234-30-5742-35,5G,Tablet,2492
3102609637702700,130510058099,812213342626656,125.50.242.65,260401171815-0500,310,260,310260,98292057,88629847,67361736,310-260-5369,310-260-5369-88,4G,IoT Device,2953
206205888636774,324822640857,980724132169666,104.57.243.162,260406225423+0200,206,20,20620,36337591,51354606,25974454,206-20-6213,206-20-6213-64,5G,IoT Device,309
240020961497315,467291149830,738893114820736,8.47.6.185,260407030309+0200,240,02,24002,39778493,21097930,13358582,240-02-2743,240-02-2743-37,4G,Smartphone,412
234338896792408,447422694053,916987326727578,202.235.89.4,260405195403+0000,234,33,23433,59624070,59255083,64353414,234-33-8381,234-33-8381-35,3G,Smartphone,219
206107025215143,324717236850,453312064852602,157.182.143.40,260406222824+0200,206,10,20610,57579947,54240477,33248191,206-10-7561,206-10-7561-98,5G,Smartphone,1315
206104462763514,324974971512,901780165458938,29.196.49.97,260402061207+0100,206,10,20610,40507489,37502906,46208584,206-10-9117,206-10-9117-48,5G,Smartphone,1413
206013578037891,324613974369,872703470558557,150.140.109.51,260406050131+0100,206,01,20601,56314990,42484983,44876185,206-01-9004,206-01-9004-64,5G,Smartphone,681
240014851002182,467314081702,794973824616878,209.160.37.1,260407202139+0100,240,01,24001,24952361,31526157,16427688,240-01-6977,240-01-6977-55,3G,Tablet,975
206058087537412,324800267458,618011211894206,168.218.64.137,260403042638+0100,206,05,20605,35049806,39879029,42985803,206-05-3441,206-05-3441-91,5G,Smartphone,2182
234337696038347,447862646161,545471560186050,141.187.133.144,260404123929+0000,234,33,23433,57956227,60972484,51147735,234-33-5961,234-33-5961-35,4G,Smartphone,2191
206012956723085,324744364493,740419504790887,40.188.141.124,260405143208+0200,206,01,20601,54940327,53912228,39417285,206-01-7046,206-01-7046-64,4G,Smartphone,2399
234330326456496,447741991605,409628209064909,121.99.83.116,260407000657+0100,234,33,23433,74136311,73812074,75188937,234-33-3842,234-33-3842-27,3G,Tablet,780
234158384561257,447804737198,961298795176968,46.110.26.236,260408070650+0000,234,15,23415,50555745,71895882,71066599,234-15-9850,234-15-9850-16,4G,Tablet,890
3104807943407162,151266478486,137782005641310,63.156.66.213,260405054910-0600,310,480,310480,83449884,83483168,91397808,310-480-8632,310-480-8632-88,4G,IoT Device,1964
206208906593793,324513105716,862292519439185,159.120.111.127,260405082837+0200,206,20,20620,59742270,43068037,43822029,206-20-3492,206-20-3492-42,5G,Tablet,2917
206104015076294,324601217220,894701674342208,81.168.10.166,260401161910+0100,206,10,20610,34611379,39969576,54018318,206-10-9117,206-10-9117-91,3G,Tablet,1762
3101202657898260,141518095217,584803715851777,23.200.91.235,260404073447-0800,310,120,310120,79757203,93691655,71054047,310-120-6908,310-120-6908-88,3G,IoT Device,484
240023397178568,467076975059,226693147393010,91.207.228.131,260406010004+0100,240,02,24002,33005967,21648799,22183066,240-02-7482,240-02-7482-43,5G,Smartphone,952
206059425016575,324757486328,195619150705605,90.2.235.24,260404172158+0100,206,05,20605,40554402,46067370,32052494,206-05-5871,206-05-5871-98,5G,Tablet,1266
240015168522476,467651258379,896655610053669,25.36.175.94,260406160824+0200,240,01,24001,17008380,16513671,14563503,240-01-5741,240-01-5741-45,3G,Smartphone,888
206058014312228,324919826425,802658112624486,147.198.103.176,260402010854+0100,206,05,20605,36399501,50131914,46206533,206-05-9056,206-05-9056-98,3G,Smartphone,2986
240084219634610,467975986078,659120813812405,91.211.49.166,260406131722+0100,240,08,24008,26104609,33929458,29645586,240-08-1027,240-08-1027-37,5G,Smartphone,2406
206106806562590,324759908027,185735461221823,150.140.109.51,260405125729+0100,206,10,20610,33082290,42090229,36981651,206-10-9117,206-10-9117-23,4G,Smartphone,364
234151840639294,447751327100,501616899912643,75.165.72.181,260405145547+0100,234,15,23415,67329080,58901358,75378709,234-15-4629,234-15-4629-87,3G,Smartphone,1575
240083633057543,467600984164,413112847702170,123.98.150.36,260404021234+0100,240,08,24008,37798315,19044748,24792006,240-08-5173,240-08-5173-37,5G,Tablet,951
3104105415305386,130577253929,187430451267390,90.42.224.58,260404080850-0800,310,410,310410,94508884,87648823,93891388,310-410-9612,310-410-9612-88,4G,Smartphone,2900
240169202285404,467026166845,181516931562258,158.241.159.135,260403164448+0200,240,16,24016,18787858,27393307,13859598,240-16-9751,240-16-9751-55,5G,Tablet,1852
206106780922735,324787977298,928046508725693,104.203.211.192,260408125452+0100,206,10,20610,57088223,52464385,48576985,206-10-9022,206-10-9022-48,5G,IoT Device,2656
240248872754422,467061850692,898477098738640,6.244.39.130,260405194612+0200,240,24,24024,12070424,22747447,26070985,240-24-7211,240-24-7211-55,5G,Smartphone,1005
240025004797480,467062456506,168662689835841,152.223.119.53,260325103003+0200,240,02,24002,22963715,26920007,25111385,240-02-9281,240-02-9281-68,5G,Smartphone,0
240083403010956,467697564915,694332569554623,16.237.197.119,260406014543+0200,240,08,24008,18431598,26091749,13571031,240-08-8144,240-08-8144-11,5G,Smartphone,457
234306026118680,447309360919,473579129081700,136.161.108.187,260405103329+0000,234,30,23430,79271454,56586892,54561188,234-30-4612,234-30-4612-42,4G,IoT Device,954
3102608219386827,161747264393,365162370459692,163.23.48.75,260404060926-0600,310,260,310260,92221672,71230910,91997648,310-260-6372,310-260-6372-63,5G,Smartphone,916
3101203989868180,161778875439,493345593535375,74.27.180.228,260404125839-0600,310,120,310120,95105032,73872749,81176355,310-120-2502,310-120-2502-73,3G,IoT Device,278
206105632525888,324782124023,772565171404909,209.120.194.12,260403223215+0200,206,10,20610,47957950,45617818,32880511,206-10-1472,206-10-1472-64,3G,Smartphone,2441
3102600106181753,141543009109,981281003911192,44.156.221.111,260408075300-0600,310,260,310260,82615071,92024948,77399611,310-260-1717,310-260-1717-41,4G,Smartphone,124
206203761652289,324990749935,859136248125597,87.130.106.123,260404115653+0200,206,20,20620,46115262,45597884,30110136,206-20-6439,206-20-6439-64,3G,Tablet,710
206201924741117,324667038625,627401677611258,152.123.155.22,260407223256+0100,206,20,20620,39786607,54504241,53526713,206-20-8994,206-20-8994-64,5G,Tablet,828
240020493881949,467053152049,917183588094976,56.67.234.143,260407022419+0100,240,02,24002,36284054,30337646,27756599,240-02-4456,240-02-4456-55,4G,Smartphone,461
234109077269252,447420996627,278956225070120,218.25.92.101,260407220948+0100,234,10,23410,50419465,68448667,59538055,234-10-3290,234-10-3290-35,3G,Smartphone,1988
3102602341429399,120219686211,419715397596488,89.39.223.98,260404213836-0600,310,260,310260,85171116,75870320,67261783,310-260-4950,310-260-4950-88,4G,IoT Device,2391
240054919318732,467235195096,288465713344059,134.148.43.176,260401153858+0200,240,05,24005,35514051,34160691,18198204,240-05-3170,240-05-3170-11,5G,Tablet,2010
240019089458962,467683848876,375633588020761,77.254.42.34,260403130346+0200,240,01,24001,15064628,17979087,29920522,240-01-4733,240-01-4733-55,5G,Smartphone,650
3101203911584301,130513487422,761768234993524,186.34.58.99,260408054302-0600,310,120,310120,93601947,73931330,84478007,310-120-5469,310-120-5469-63,4G,IoT Device,2578
234206335420509,447530727728,938897762769588,129.13.70.217,260404182006+0100,234,20,23420,66709421,52019682,74071567,234-20-1982,234-20-1982-27,4G,IoT Device,1176
234300794835538,447306661281,609499054132096,35.15.56.161,260403151533+0000,234,30,23430,56860826,71239219,76119206,234-30-9633,234-30-9633-57,4G,Smartphone,2929
240040112017474,467915796194,273756593802124,109.80.161.180,260404192118+0100,240,04,24004,20808328,33268875,28086663,240-04-1993,240-04-1993-86,5G,Smartphone,1616
206051025550193,324745036988,851971114393332,134.89.215.193,260408013720+0200,206,05,20605,39883231,38264113,38224279,206-05-6460,206-05-6460-91,5G,Smartphone,594
206059912306553,324651749646,827419054671947,175.67.210.66,260405020959+0100,206,05,20605,59603861,33478555,35195609,206-05-6280,206-05-6280-91,5G,Smartphone,2416
240019898205413,467628291271,636201254316958,45.139.215.151,260407190729+0200,240,01,24001,11968314,12025973,23775539,240-01-2291,240-01-2291-37,5G,Tablet,2289
234303077146502,447860118376,926957241081898,84.201.0.127,260407023252+0100,234,30,23430,53264794,73322783,71742398,234-30-1502,234-30-1502-27,4G,IoT Device,1816
240246715207710,467640433689,600618827967246,129.153.198.180,260406174205+0100,240,24,24024,12792986,32471097,11802160,240-24-4995,240-24-4995-37,5G,Tablet,850
234339630839772,447518833895,427299734910263,32.133.250.131,260402145938+0000,234,33,23433,70044351,68305758,74753148,234-33-2118,234-33-2118-87,4G,IoT Device,2217
3102606425088232,141539696477,385840392372492,204.99.91.131,260407000346-0600,310,260,310260,90282065,75559766,70821247,310-260-2106,310-260-2106-63,4G,Smartphone,1723
3102605259533222,151239389920,485647015735323,83.186.167.110,260402152322-0500,310,260,310260,84201136,84321752,70845692,310-260-1599,310-260-1599-88,5G,IoT Device,511
3104806425993176,161770856759,256734040563967,206.80.212.15,260407233530-0500,310,480,310480,71557199,92198737,85334720,310-480-5745,310-480-5745-88,3G,Smartphone,1174
240029025153864,467267302209,869567274175304,57.224.83.7,260405162727+0200,240,02,24002,32605924,10400157,22113619,240-02-9835,240-02-9835-55,5G,Tablet,1027
234381326447398,447570974865,384140131285527,42.66.142.174,260404044000+0100,234,38,23438,70126941,70194121,75611476,234-38-8277,234-38-8277-23,5G,Smartphone,2773
206202350283034,324643753916,869238602809166,46.99.71.41,260408104351+0100,206,20,20620,37419339,34159671,39160871,206-20-7730,206-20-7730-91,3G,Smartphone,831
206204520500991,324597158085,942588111115041,99.223.163.130,260405005253+0200,206,20,20620,35554671,35422417,49340426,206-20-5712,206-20-5712-83,3G,Smartphone,1896
234151053725656,447437343488,915889721900002,56.27.131.135,260406231243+0100,234,15,23415,58413892,55938088,50744372,234-15-7078,234-15-7078-35,3G,IoT Device,1772
234385018256247,447486394201,327535362341499,10.194.205.34,260404221633+0100,234,38,23438,55872129,69932059,50384019,234-38-6962,234-38-6962-87,3G,Smartphone,600
234306922394071,447734346609,557039404700603,105.23.179.85,260402232739+0000,234,30,23430,69148858,67632500,52583414,234-30-2140,234-30-2140-35,3G,Tablet,963
240070270493964,467017744940,264578813616075,194.205.250.139,260404203002+0100,240,07,24007,28920748,30761081,13924857,240-07-5371,240-07-5371-45,5G,Smartphone,2797
240017993246964,467928963899,874972306801266,177.212.76.69,260405005117+0200,240,01,24001,29130799,34222961,16464452,240-01-5506,240-01-5506-55,5G,Smartphone,2166
240246587236341,467004857867,248144732657281,143.13.148.165,260401212221+0200,240,24,24024,28563221,14817431,29691302,240-24-3506,240-24-3506-43,5G,Smartphone,1088
206104597220501,324560026849,685669687776192,163.72.133.164,260403095010+0200,206,10,20610,31598467,34450649,44429362,206-10-7622,206-10-7622-91,4G,Smartphone,2176
3104101288665268,130541559991,160717011576764,100.197.104.244,260407042831-0800,310,410,310410,95422853,86009022,74033224,310-410-9882,310-410-9882-88,4G,IoT Device,280
234332886580720,447380570197,482821973575292,184.243.120.198,260406214524+0100,234,33,23433,61078863,61537470,77490508,234-33-4986,234-33-4986-35,4G,Smartphone,1305
234208393408354,447527885988,267751169206965,218.29.207.82,260407031502+0100,234,20,23420,62780563,70576407,56581518,234-20-8267,234-20-8267-87,4G,Tablet,1103
240167822234232,467230970126,836967302133423,13.117.174.210,260403092638+0100,240,16,24016,25169129,18473058,17508729,240-16-9947,240-16-9947-55,5G,Smartphone,2823
240245366677767,467355628333,356308989395786,91.211.49.166,260404035051+0200,240,24,24024,22576759,31609055,20297821,240-24-7071,240-24-7071-55,5G,Tablet,350
240243313424147,467089762177,912746014292101,116.52.48.139,260407154010+0100,240,24,24024,26609837,14556220,26633924,240-24-5558,240-24-5558-53,4G,Smartphone,1470
206054993919001,324528401723,449330434677952,43.217.126.190,260404233506+0100,206,05,20605,55649191,43340592,43447487,206-05-8253,206-05-8253-98,5G,IoT Device,2608
206013461884524,324645243680,207689947083879,24.99.160.83,260402202617+0200,206,01,20601,45763235,30291939,26284247,206-01-9004,206-01-9004-91,5G,Smartphone,2878
206013258788702,324612446416,248904486694594,214.84.136.246,260402170019+0100,206,01,20601,46983173,36980098,50424739,206-01-5438,206-01-5438-64,4G,Tablet,2534
234103074686386,447561078127,713233439491765,92.198.46.91,260407092024+0000,234,10,23410,78570494,60734835,67192313,234-10-5847,234-10-5847-35,3G,Tablet,1994
206053375993345,324923881871,633252109467568,208.9.109.245,260406004516+0200,206,05,20605,59749263,50576339,47409976,206-05-5102,206-05-5102-91,5G,Tablet,2056
3101209875175790,130523088806,104060399417502,117.137.222.203,260407183711-0600,310,120,310120,96685679,94637178,83768727,310-120-8361,310-120-8361-88,4G,IoT Device,995
234108171506852,447560888959,316964080851512,133.132.141.242,260403050310+0000,234,10,23410,54707347,71680074,67120329,234-10-4626,234-10-4626-87,3G,Tablet,1584
3104809411715903,151248737259,989905740125996,149.51.137.175,260407104858-0500,310,480,310480,86983232,79371224,99972992,310-480-8632,310-480-8632-63,4G,IoT Device,1585
3101202565237341,141517734547,543805967494902,194.248.62.19,260408113801-0500,310,120,310120,74966860,87508007,84356238,310-120-5469,310-120-5469-88,5G,Smartphone,312
3101204964220699,130555830035,817664680875634,76.48.217.213,260404015158-0800,310,120,310120,94980948,79725590,71500748,310-120-3414,310-120-3414-63,4G,Smartphone,1563
206203018507730,324955977143,943705346917159,183.56.60.76,260406044828+0200,206,20,20620,52521213,32872214,51763301,206-20-9153,206-20-9153-64,4G,Smartphone,2756
3104102460737238,151215952859,904799544757637,85.35.135.218,260403112354-0600,310,410,310410,93566204,90428083,98812332,310-410-3621,310-410-3621-88,3G,IoT Device,1040
